WKT,Enplanements,Passengers,Magnetic_Variation,County_s_State_Post_Office_Code,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,State_Name,SHAPE_X,SHAPE_Y
"POINT (-118.01666666709 35.1512500000522)",,,14,CA,California City Muni,2454,N,L71,,Kern,E,,N,,California City,Los Angeles,05/1963,California,-118.01666666709,35.1512500000522
"POINT (-115.521388888504 33.1313333334071)",,,13,CA,Cliff Hatfield Memorial,-182,N,CLR,,Imperial,E,,N,KCLR,Calipatria,Los Angeles,11/1941,California,-115.521388888504,33.1313333334071
"POINT (-119.09436111076 34.2137499999103)",,,14,CA,Camarillo,77,N,CMA,,Ventura,E,,N,KCMA,Camarillo,Los Angeles,12/1976,California,-119.09436111076,34.2137499999103
"POINT (-120.987527778144 38.6840000003273)",,,16,CA,Cameron Airpark,1287.3,N,O61,,El Dorado,E,,N,,Cameron Park,San Francisco,12/1967,California,-120.987527778144,38.6840000003273
"POINT (-117.280083333698 33.1282500003191)",,,14,CA,Mc Clellan-Palomar,330.5,N,CRQ,,San Diego,E,,N,KCRQ,Carlsbad,Los Angeles,05/1959,California,-117.280083333698,33.1282500003191
"POINT (-120.165611111547 41.5536111113378)",,,17,CA,Cedarville,4623,N,O59,,Modoc,E,,N,,Cedarville,Klamath Falls,05/1950,California,-120.165611111547,41.5536111113378
"POINT (-114.431972221793 34.5288888889546)",,,13,CA,Chemehuevi Valley,638,,49X,,San Bernardino,E,,,,Chemehuevi Valley,Phoenix,07/1990,California,-114.431972221793,34.5288888889546
"POINT (-121.241166666525 40.2823611109336)",,,17,CA,Rogers Field,4534,N,O05,,Plumas,E,,N,,Chester,Klamath Falls,04/1940,California,-121.241166666525,40.2823611109336
"POINT (-117.636482833169 33.9747793055462)",,,14,CA,Chino,650,N,CNO,,San Bernardino,E,,N,KCNO,Chino,Los Angeles,06/1941,California,-117.636482833169,33.9747793055462
"POINT (-115.710000000093 33.6648888891149)",,,13,CA,Chiriaco Summit,1713,N,L77,,Riverside,E,,N,,Chiriaco Summit,Los Angeles,04/1943,California,-115.710000000093,33.6648888891149
"POINT (-120.246999999831 37.1132777775685)",,,15,CA,Chowchilla,243,N,2O6,,Madera,E,,N,,Chowchilla,San Francisco,08/1949,California,-120.246999999831,37.1132777775685
"POINT (-122.992416583416 38.7759714723583)",,,16,CA,Cloverdale Muni,277,N,O60,,Sonoma,E,,N,,Cloverdale,San Francisco,11/1962,California,-122.992416583416,38.7759714723583
"POINT (-120.238472221872 36.2481111111302)",,,15,CA,Harris Ranch,470,,3O8,,Fresno,E,,,,Coalinga,San Francisco,03/1981,California,-120.238472221872,36.2481111111302
"POINT (-120.294833333078 36.1621111114341)",,,15,CA,New Coalinga Muni,625,,C80,,Fresno,E,,,,Coalinga,San Francisco,10/1996,California,-120.294833333078,36.1621111114341
"POINT (-120.414555555171 38.0304166668423)",,,16,CA,Columbia,2120.7,N,O22,,Tuolumne,E,,N,,Columbia,San Francisco,04/1940,California,-120.414555555171,38.0304166668423
"POINT (-121.993336778006 39.1790005274642)",,,17,CA,Colusa County,50,N,O08,,Colusa,E,,N,,Colusa,San Francisco,08/1962,California,-121.993336778006,39.1790005274642
"POINT (-118.243805555526 33.8899166666638)",,,14,CA,Compton/Woodley,99,N,CPM,,Los Angeles,E,,N,KCPM,Compton,Los Angeles,,California,-118.243805555526,33.8899166666638
"POINT (-122.056888888689 37.9896666669463)",,,17,CA,Buchanan Field,26,N,CCR,,Contra Costa,E,,N,KCCR,Concord,San Francisco,07/1944,California,-122.056888888689,37.9896666669463
"POINT (-119.594666666445 36.1026388891762)",,,15,CA,Corcoran,197,N,CRO,,Kings,E,,N,KCRO,Corcoran,San Francisco,06/1941,California,-119.594666666445,36.1026388891762
"POINT (-122.171111110776 39.9461111112318)",,,17,CA,Corning Muni,295.6,N,0O4,,Tehama,E,,N,,Corning,San Francisco,04/1940,California,-122.171111110776,39.9461111112318
"POINT (-117.602439749851 33.8976540831582)",,,14,CA,Corona Muni,533,N,AJO,,Riverside,E,,N,KAJO,Corona,Los Angeles,04/1960,California,-117.602439749851,33.8976540831582
"POINT (-123.266333333148 39.7904999999065)",,,17,CA,Round Valley,1434,N,O09,,Mendocino,E,,N,,Covelo,San Francisco,04/1940,California,-123.266333333148,39.7904999999065
"POINT (-116.786694444578 34.8537222220519)",,,15,CA,Barstow-Daggett,1930,N,DAG,,San Bernardino,E,,N,KDAG,Daggett,Los Angeles,05/1941,California,-116.786694444578,34.8537222220519
"POINT (-121.856944444626 38.5793888887826)",,,16,CA,Yolo County,100,N,DWA,,Yolo,E,,N,KDWA,Davis/Woodland/Winters,San Francisco,04/1949,California,-121.856944444626,38.5793888887826
"POINT (-121.786478471919 38.5314606942813)",,,14,CA,University,69,N,EDU,,Yolo,E,,N,KEDU,Davis,San Francisco,06/1946,California,-121.786478471919,38.5314606942813
"POINT (-116.879805555903 36.4604999998058)",,,14,CA,Furnace Creek,-210,N,L06,,Inyo,E,,N,,Death Valley National Park,Las Vegas,05/1953,California,-116.879805555903,36.4604999998058
"POINT (-117.159222222099 36.6038333335874)",,,14,CA,Stovepipe Wells,25,N,L09,,Inyo,E,,N,,Death Valley National Park,Las Vegas,03/1948,California,-117.159222222099,36.6038333335874
"POINT (-119.23650000025 35.745555555643)",,,16,CA,Delano Muni,316,N,DLO,,Kern,E,,N,KDLO,Delano,Los Angeles,04/1940,California,-119.23650000025,35.745555555643
"POINT (-123.598222221938 40.4920277776018)",,,17,CA,Dinsmore,2375,N,D63,,Humboldt,E,,N,,Dinsmore,Klamath Falls,09/1956,California,-123.598222221938,40.4920277776018
"POINT (-121.97558333352 41.8872499998204)",,,18,CA,Butte Valley,4243,N,A32,,Siskiyou,E,,N,,Dorris,Klamath Falls,05/1950,California,-121.97558333352,41.8872499998204
"POINT (-122.272111111044 41.2630555553245)",,,17,CA,Dunsmuir Muni-Mott,3258,N,1O6,,Siskiyou,E,,N,,Dunsmuir,Klamath Falls,05/1941,California,-122.272111111044,41.2630555553245
"POINT (-118.034845277912 34.0860088887189)",,,14,CA,El Monte,296,N,EMT,,Los Angeles,E,,N,KEMT,El Monte,Los Angeles,04/1944,California,-118.034845277912,34.0860088887189
"POINT (-120.70975000015 39.2749722218898)",,,16,CA,Blue Canyon - Nyack,5284,N,BLU,,Placer,E,,N,KBLU,Emigrant Gap,San Francisco,05/1941,California,-120.70975000015,39.2749722218898
"POINT (-123.927216667017 40.7189527775866)",,,17,CA,Kneeland,2745,N,O19,,Humboldt,E,,N,,Eureka,Klamath Falls,09/1964,California,-123.927216667017,40.7189527775866
"POINT (-124.112791666981 40.8033888890178)",,,15,CA,Murray Field,7,N,EKA,,Humboldt,E,,N,KEKA,Eureka,Klamath Falls,04/1940,California,-124.112791666981,40.8033888890178
"POINT (-124.212277777824 40.7808611109021)",,,17,CA,Samoa Field,20,Y,O33,,Humboldt,E,,N,,Eureka,Klamath Falls,02/1944,California,-124.212277777824,40.7808611109021
"POINT (-119.149694444178 36.2424722221528)",,,15,CA,Exeter,340,,O63,,Tulare,E,,,,Exeter,San Francisco,06/1947,California,-119.149694444178,36.2424722221528
"POINT (-117.250868611489 33.3541980555692)",,,13,CA,Fallbrook Community Airpark,708,N,L18,,San Diego,E,,N,,Fallbrook,Los Angeles,11/1964,California,-117.250868611489,33.3541980555692
"POINT (-121.434972222464 41.0173611109396)",,,17,CA,Fall River Mills,3328,N,O89,,Shasta,E,,N,,Fall River Mills,Klamath Falls,06/1941,California,-121.434972222464,41.0173611109396
"POINT (-119.128277777761 35.5963888892409)",,,15,CA,Poso-Kern County,635,N,L73,,Kern,E,,N,,Famoso,Los Angeles,10/1947,California,-119.128277777761,35.5963888892409
"POINT (-120.464467500154 36.8599886110518)",,,16,CA,Firebaugh,157,N,F34,,Fresno,E,,N,,Firebaugh,San Francisco,11/1973,California,-120.464467500154,36.8599886110518
"POINT (-120.14663888858 41.8765000002733)",,,17,CA,Fort Bidwell,4602,N,A28,,Modoc,E,,N,,Fort Bidwell,Klamath Falls,05/1952,California,-120.14663888858,41.8765000002733
"POINT (-122.854944444521 41.5577777775385)",,,18,CA,Scott Valley,2728,N,A30,,Siskiyou,E,,N,,Fort Jones,Klamath Falls,12/1949,California,-122.854944444521,41.5577777775385
"POINT (-124.132666666267 40.5539444445114)",,,17,CA,Rohnerville,393,N,FOT,,Humboldt,E,,N,KFOT,Fortuna,Klamath Falls,02/1947,California,-124.132666666267,40.5539444445114
"POINT (-121.429305555329 38.3039999998623)",,,16,CA,Franklin Field,23,N,F72,,Sacramento,E,,N,,Franklin,San Francisco,07/1946,California,-121.429305555329,38.3039999998623
"POINT (-119.820333332911 36.7321111110828)",,,15,CA,Fresno Chandler Executive,279.9,N,FCH,,Fresno,E,,N,KFCH,Fresno,San Francisco,04/1940,California,-119.820333332911,36.7321111110828
"POINT (-119.869388888781 36.8401666668451)",,,15,CA,Sierra Sky Park,321,,E79,,Fresno,E,,,,Fresno,San Francisco,05/1947,California,-119.869388888781,36.8401666668451
"POINT (-117.979784166364 33.8720141664188)",,,14,CA,Fullerton Muni,96,N,FUL,,Orange,E,,N,KFUL,Fullerton,Los Angeles,04/1940,California,-117.979784166364,33.8720141664188
"POINT (-123.81425000044 40.0856944444141)",,,17,CA,Garberville,546,N,O16,,Humboldt,E,,N,,Garberville,Klamath Falls,09/1950,California,-123.81425000044,40.0856944444141
"POINT (-123.984777777424 41.8455833332966)",,,18,CA,Ward Field,356,N,0O9,,Del Norte,E,,N,,Gasquet,Klamath Falls,02/1943,California,-123.984777777424,41.8455833332966
"POINT (-120.864833333508 38.9209722224333)",,,16,CA,Georgetown,2623,N,E36,,El Dorado,E,,N,,Georgetown,San Francisco,05/1962,California,-120.864833333508,38.9209722224333
"POINT (-121.003083333489 39.2240277774619)",,,16,CA,Nevada County Air Park,3154,N,GOO,,Nevada,E,,N,KGOO,Grass Valley,San Francisco,03/1941,California,-121.003083333489,39.2240277774619
"POINT (-120.178555555416 37.8616666665231)",,,15,CA,Pine Mountain Lake,2933,,E45,,Tuolumne,E,,,,Groveland,San Francisco,02/1970,California,-120.178555555416,37.8616666665231
"POINT (-123.530638889079 38.8016111108088)",,,16,CA,Ocean Ridge,940,,E55,,Mendocino,E,,,,Gualala,San Francisco,10/1964,California,-123.530638889079,38.8016111108088
"POINT (-120.964250000088 37.2605555557777)",,,16,CA,Gustine,79,N,3O1,,Merced,E,,N,,Gustine,San Francisco,04/1946,California,-120.964250000088,37.2605555557777
"POINT (-122.501166666529 37.5134444441009)",,,15,CA,Half Moon Bay,66,N,HAF,,San Mateo,E,,N,KHAF,Half Moon Bay,San Francisco,03/1943,California,-122.501166666529,37.5134444441009
"POINT (-119.62766666648 36.3167222223169)",,,14,CA,Hanford Muni,240,N,HJO,,Kings,E,,N,KHJO,Hanford,San Francisco,04/1938,California,-119.62766666648,36.3167222223169
"POINT (-123.388944444668 41.7906794445087)",,,18,CA,Happy Camp,1209,N,36S,,Siskiyou,E,,N,,Happy Camp,Klamath Falls,10/1951,California,-123.388944444668,41.7906794445087
"POINT (-118.335187222182 33.9228397222622)",343,343,14,CA,Jack Northrop Field/Hawthorne Muni,66,N,HHR,68,Los Angeles,E,66,N,KHHR,Hawthorne,Los Angeles,10/1942,California,-118.335187222182,33.9228397222622
"POINT (-123.179638888795 40.5470000001411)",,,17,CA,Hayfork,2334,N,F62,,Trinity,E,,N,,Hayfork,Klamath Falls,07/1970,California,-123.179638888795,40.5470000001411
"POINT (-122.121750000149 37.6589166666027)",,,15,CA,Hayward Executive,52,N,HWD,,Alameda,E,,N,KHWD,Hayward,San Francisco,05/1947,California,-122.121750000149,37.6589166666027
"POINT (-122.898641528161 38.6528591663662)",,,16,CA,Healdsburg Muni,280,N,HES,,Sonoma,E,,N,KHES,Healdsburg,San Francisco,11/1945,California,-122.898641528161,38.6528591663662
"POINT (-117.022544444545 33.7339916664537)",,,13,CA,Hemet-Ryan,1512,N,HMT,,Riverside,E,,N,KHMT,Hemet,Los Angeles,03/1941,California,-117.022544444545,33.7339916664537
"POINT (-120.179972221975 40.1387222223199)",,,16,CA,Herlong,4055,,H37,,Lassen,E,,,,Herlong,Klamath Falls,10/1964,California,-120.179972221975,40.1387222223199
"POINT (-117.316055555377 34.3769444445513)",,,14,CA,Hesperia,3390,N,L26,,San Bernardino,E,,N,,Hesperia,Los Angeles,04/1980,California,-117.316055555377,34.3769444445513
"POINT (-121.410270555394 36.8933452774945)",,,15,CA,Hollister Muni,230,N,CVH,,San Benito,E,,N,KCVH,Hollister,San Francisco,04/1943,California,-121.410270555394,36.8933452774945
"POINT (-121.462638888724 36.9528333335059)",,,15,CA,Frazier Lake Airpark,152,,1C9,,San Benito,E,,,,Hollister,San Francisco,07/1983,California,-121.462638888724,36.9528333335059
"POINT (-115.26849999996 32.8449444447348)",,,13,CA,Holtville,59,N,L04,,Imperial,E,,N,,Holtville,Phoenix,02/1944,California,-115.26849999996,32.8449444447348
"POINT (-123.667805555861 41.0414722222681)",,,17,CA,Hoopa,356,N,O21,,Humboldt,E,,N,,Hoopa,Klamath Falls,11/1963,California,-123.667805555861,41.0414722222681
"POINT (-123.468499999916 40.6256111111003)",,,17,CA,Hyampom,1250,N,H47,,Trinity,E,,N,,Hyampom,Klamath Falls,05/1965,California,-123.468499999916,40.6256111111003
"POINT (-115.578749999793 32.8342222221984)",2470,2470,14,CA,Imperial County,-53.6,N,IPL,1135,Imperial,E,1135,N,KIPL,Imperial,Phoenix,04/1940,California,-115.578749999793,32.8342222221984
"POINT (-118.204932555217 36.8163723886112)",,,15,CA,Independence,3908,N,2O7,,Inyo,E,,N,,Independence,San Francisco,04/1940,California,-118.204932555217,36.8163723886112
"POINT (-117.829532499915 35.6587412780485)",,,14,CA,Inyokern,2457,,IYK,,Kern,E,,,KIYK,Inyokern,Los Angeles,04/1940,California,-117.829532499915,35.6587412780485
"POINT (-120.79391666704 38.3768055554141)",,,16,CA,Westover Field Amador County,1690,N,JAQ,,Amador,E,,N,KJAQ,Jackson,San Francisco,07/1940,California,-120.79391666704,38.3768055554141
"POINT (-116.16536111106 32.6158611109209)",,,13,CA,Jacumba,2844,N,L78,,San Diego,E,,N,,Jacumba,Los Angeles,05/1941,California,-116.16536111106,32.6158611109209
"POINT (-116.252231666532 34.1541711113344)",,,14,CA,Roy Williams,2464,,L80,,San Bernardino,E,,,,Joshua Tree,Los Angeles,04/1968,California,-116.252231666532,34.1541711113344
"POINT (-118.419722222593 35.7282222222091)",,,14,CA,Kern Valley,2614,N,L05,,Kern,E,,N,,Kernville,Los Angeles,07/1949,California,-118.419722222593,35.7282222222091
"POINT (-121.121305555906 36.2285555558783)",,,15,CA,Mesa Del Rey,374,N,KIC,,Monterey,E,,N,KKIC,King City,San Francisco,04/1940,California,-121.121305555906,36.2285555558783
"POINT (-123.995666666614 41.5120277777241)",,,18,CA,Andy Mc Beth,42,,S51,,Del Norte,E,,,,Klamath Glen,Klamath Falls,08/1980,California,-123.995666666614,41.5120277777241
"POINT (-122.900722222192 38.9906111109478)",,,16,CA,Lampson Field,1380,N,1O2,,Lake,E,,N,,Lakeport,San Francisco,10/1941,California,-122.900722222192,38.9906111109478
"POINT (-118.218638889024 34.7410555554126)",,,15,CA,General Wm J Fox Airfield,2351,N,WJF,,Los Angeles,E,,N,KWJF,Lancaster,Los Angeles,11/1959,California,-118.218638889024,34.7410555554126
"POINT (-117.78177777734 34.0916666665574)",,,14,CA,Brackett Field,1013.9,N,POC,,Los Angeles,E,,N,KPOC,La Verne,Los Angeles,01/1942,California,-117.78177777734,34.0916666665574
"POINT (-119.105805555851 37.9577777779639)",,,15,CA,Lee Vining,6802,N,O24,,Mono,E,,N,,Lee Vining,San Francisco,09/1956,California,-119.105805555851,37.9577777779639
"POINT (-121.351333333769 38.9091666666994)",,,14,CA,Lincoln Rgnl/Karl Harder Field,121,N,LHM,,Placer,E,,N,KLHM,Lincoln,San Francisco,07/1944,California,-121.351333333769,38.9091666666994
"POINT (-123.753777778082 39.2620555553318)",,,15,CA,Little River,574,N,LLR,,Mendocino,E,,N,KLLR,Little River,San Francisco,12/1944,California,-123.753777778082,39.2620555553318
"POINT (-121.820361110737 37.6933888890678)",,,16,CA,Livermore Muni,400,N,LVK,,Alameda,E,,N,KLVK,Livermore,San Francisco,12/1965,California,-121.820361110737,37.6933888890678
"POINT (-121.269194221967 38.2024751943809)",,,16,CA,Lodi,60,N,1O3,,San Joaquin,E,,N,,Lodi,San Francisco,04/1940,California,-121.269194221967,38.2024751943809
"POINT (-121.359393055329 38.0915863888042)",,,16,CA,Kingdon Airpark,15,N,O20,,San Joaquin,E,,N,,Lodi,San Francisco,07/1944,California,-121.359393055329,38.0915863888042
"POINT (-121.316336944797 38.084086944797)",,,16,CA,Lodi Airpark,25,,L53,,San Joaquin,E,,,,Lodi,San Francisco,02/1946,California,-121.316336944797,38.084086944797
"POINT (-120.467502778142 34.6656194441427)",,,15,CA,Lompoc,88.1,N,LPC,,Santa Barbara,E,,N,KLPC,Lompoc,Los Angeles,03/1962,California,-120.467502778142,34.6656194441427
"POINT (-118.049388889174 36.5886944443749)",,,15,CA,Lone Pine,3710,N,O26,,Inyo,E,,N,,Lone Pine,San Francisco,06/1942,California,-118.049388889174,36.5886944443749
"POINT (-118.413433055306 34.2593252780864)",,,14,CA,Whiteman,1003,,WHP,,Los Angeles,E,,,KWHP,Los Angeles,Los Angeles,06/1945,California,-118.413433055306,34.2593252780864
"POINT (-120.869861110729 37.0638888889274)",,,16,CA,Los Banos Muni,121,N,LSN,,Merced,E,,N,KLSN,Los Banos,San Francisco,04/1940,California,-120.869861110729,37.0638888889274
"POINT (-119.686138888672 35.6247777777612)",,,15,CA,Lost Hills-Kern County,274,N,L84,,Kern,E,,N,,Lost Hills,Los Angeles,04/1940,California,-119.686138888672,35.6247777777612
"POINT (-120.112444444526 36.988611111253)",,,16,CA,Madera Muni,255,N,MAE,,Madera,E,,N,KMAE,Madera,San Francisco,01/1943,California,-120.112444444526,36.988611111253
"POINT (-121.761666666903 36.6815277779778)",,,15,CA,Marina Muni,137,N,OAR,,Monterey,E,,N,KOAR,Marina,San Francisco,,California,-121.761666666903,36.6815277779778
"POINT (-120.039527777892 37.5108611108417)",,,15,CA,Mariposa-Yosemite,2254,N,MPI,,Mariposa,E,,N,KMPI,Mariposa,San Francisco,04/1940,California,-120.039527777892,37.5108611108417
"POINT (-119.767055555967 38.7347500003125)",,,16,CA,Alpine County,5871.7,N,M45,,Alpine,E,,N,,Markleeville,San Francisco,01/1968,California,-119.767055555967,38.7347500003125
"POINT (-121.569833333425 39.0977777780126)",,,16,CA,Yuba County,64,N,MYV,,Yuba,E,,N,KMYV,Marysville,San Francisco,12/1943,California,-121.569833333425,39.0977777780126
"POINT (-120.371388888977 36.7586111114146)",,,15,CA,William Robert Johnston Muni,162,N,M90,,Fresno,E,,N,,Mendota,San Francisco,08/1957,California,-120.371388888977,36.7586111114146
"POINT (-120.51391666634 37.2847500002612)",2015,2062,15,CA,Merced Rgnl//Macready Field,155,N,MCE,552,Merced,E,559,N,KMCE,Merced,San Francisco,04/1928,California,-120.51391666634,37.2847500002612
"POINT (-120.568194444265 37.3804722220963)",,,15,CA,Castle,191,N,MER,,Merced,E,,N,KMER,Atwater,San Francisco,07/1942,California,-120.568194444265,37.3804722220963
"POINT (-118.150555555674 35.0586388889057)",,,14,CA,Mojave,2801,N,MHV,,Kern,E,,N,KMHV,Mojave,Los Angeles,04/1940,California,-118.150555555674,35.0586388889057
"POINT (-122.544480555819 41.7299833334998)",,,15,CA,Montague-Yreka Rohrer Field,2527,N,1O5,,Siskiyou,E,,N,,Montague,Klamath Falls,04/1940,California,-122.544480555819,41.7299833334998
"POINT (-122.468111111085 41.7814444444086)",,,19,CA,Siskiyou County,2651,N,SIY,,Siskiyou,E,,N,KSIY,Montague,Klamath Falls,09/1943,California,-122.468111111085,41.7814444444086
"POINT (-117.128473194452 33.5741790834029)",,,13,CA,French Valley,1350,,F70,,Riverside,E,,,,Murrieta/Temecula,Los Angeles,07/1989,California,-117.128473194452,33.5741790834029
"POINT (-122.280694444414 38.2131944441857)",,,15,CA,Napa County,35,N,APC,,Napa,E,,N,KAPC,Napa,San Francisco,10/1944,California,-122.280694444414,38.2131944441857
"POINT (-114.623279889015 34.7663468331546)",,,14,CA,Needles,983,N,EED,,San Bernardino,E,,N,KEED,Needles,Phoenix,05/1941,California,-114.623279889015,34.7663468331546
"POINT (-119.685583333669 34.9399444442479)",,,14,CA,New Cuyama,2203,,L88,,Santa Barbara,E,,,,New Cuyama,Los Angeles,09/1950,California,-119.685583333669,34.9399444442479
"POINT (-122.556099999915 38.1436111111483)",,,16,CA,Gnoss Field,2,N,DVO,,Marin,E,,N,KDVO,Novato,San Francisco,09/1947,California,-122.556099999915,38.1436111111483
"POINT (-120.800194444588 37.7563333330808)",,,15,CA,Oakdale,237,N,O27,,Stanislaus,E,,N,,Oakdale,San Francisco,05/1947,California,-120.800194444588,37.7563333330808
"POINT (-120.622361111369 35.1014722220993)",,,15,CA,Oceano County,14,N,L52,,San Luis Obispo,E,,N,,Oceano,Los Angeles,10/1947,California,-120.622361111369,35.1014722220993
"POINT (-117.351507499793 33.2179763889246)",,,13,CA,Oceanside Muni,28,N,OKB,,San Diego,E,,N,KOKB,Oceanside,Los Angeles,06/1963,California,-117.351507499793,33.2179763889246
"POINT (-116.131583333484 33.1477777779065)",,,13,CA,Ocotillo,160,N,L90,,San Diego,E,,N,,Ocotillo Wells,Los Angeles,06/1948,California,-116.131583333484,33.1477777779065
"POINT (-122.14636111075 39.7203888887776)",,,18,CA,Haigh Field,218,N,O37,,Glenn,E,,N,,Orland,San Francisco,09/1947,California,-122.14636111075,39.7203888887776
"POINT (-121.622000000364 39.4878055558449)",,,16,CA,Oroville Muni,194.3,N,OVE,,Butte,E,,N,KOVE,Oroville,San Francisco,04/1940,California,-121.622000000364,39.4878055558449
"POINT (-119.207222222596 34.2008055556146)",,,15,CA,Oxnard,45,N,OXR,,Ventura,E,,N,KOXR,Oxnard,Los Angeles,04/1942,California,-119.207222222596,34.2008055556146
"POINT (-118.084552778014 34.6293888891271)",,,15,CA,Palmdale Usaf Plant 42,2543,N,PMD,,Los Angeles,E,,N,KPMD,Palmdale,Los Angeles,,California,-118.084552778014,34.6293888891271
"POINT (-116.274813332888 33.7484374997425)",,,14,CA,Bermuda Dunes,73,N,UDD,,Riverside,E,,N,KUDD,Palm Springs,Los Angeles,10/1962,California,-116.274813332888,33.7484374997425
"POINT (-116.15966666622 33.6266666668437)",,,13,CA,Jacqueline Cochran Rgnl,-115,N,TRM,,Riverside,E,,N,KTRM,Palm Springs,Los Angeles,,California,-116.15966666622,33.6266666668437
"POINT (-122.115055555225 37.4611111114119)",,,15,CA,Palo Alto Arpt Of Santa Clara Co,7,N,PAO,,Santa Clara,E,,N,KPAO,Palo Alto,San Francisco,04/1940,California,-122.115055555225,37.4611111114119
"POINT (-120.627083332934 35.6728888885726)",,,15,CA,Paso Robles Muni,839,N,PRB,,San Luis Obispo,E,,N,KPRB,Paso Robles,Los Angeles,10/1943,California,-120.627083332934,35.6728888885726
"POINT (-117.219000000029 33.7646388889967)",,,14,CA,Perris Valley,1413,N,L65,,Riverside,E,,N,,Perris,Los Angeles,10/1962,California,-117.219000000029,33.7646388889967
"POINT (-122.605333333277 38.257805555693)",,,16,CA,Petaluma Muni,89.9,N,O69,,Sonoma,E,,N,,Petaluma,San Francisco,06/1949,California,-122.605333333277,38.257805555693
"POINT (-120.753333333719 38.7242222221182)",,,14,CA,Placerville,2585,N,PVF,,El Dorado,E,,N,KPVF,Placerville,San Francisco,04/1940,California,-120.753333333719,38.7242222221182
"POINT (-119.062722221874 36.0295833335276)",,,15,CA,Porterville Muni,443,N,PTV,,Tulare,E,,N,KPTV,Porterville,San Francisco,09/1942,California,-119.062722221874,36.0295833335276
