WKT,Enplanements,Passengers,Magnetic_Variation,State_Name,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Facility_Type,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,County_s_State_Post_Office_Code,SHAPE_X,SHAPE_Y
"POINT (-75.4910355555434 39.9878866665247)",,,11,Pennsylvania,Braehead,500,,7PS2,,Chester,W,Heliport,,,,Willistown,Washington,10/1987,PA,-75.4910355555434,39.9878866665247
"POINT (-75.3593477774595 40.8078730556408)",,,12,Pennsylvania,Wind Drift,760,,PS62,,Northampton,W,Heliport,,,,Wind Gap,New York,12/1985,PA,-75.3593477774595,40.8078730556408
"POINT (-75.2969916666784 40.8038583330334)",,,12,Pennsylvania,State Park,620,,7PA2,,Northampton,W,Heliport,,,,Wind Gap,New York,07/1999,PA,-75.2969916666784,40.8038583330334
"POINT (-76.6300000001028 39.8247222225448)",,,,Pennsylvania,Hagan,845,,7PN6,,York,,Heliport,,,,Winterstown,Washington,09/2004,PA,-76.6300000001028,39.8247222225448
"POINT (-75.3412894447661 40.1917727778878)",,,11,Pennsylvania,North Penn Usarc,450,,PS34,,Montgomery,W,Heliport,,,,Worcester,New York,12/1983,PA,-75.3412894447661,40.1917727778878
"POINT (-76.9096961115216 40.2598113886673)",,,10,Pennsylvania,Harsco,365,,28PN,,Cumberland,W,Heliport,,,,Wormleysburg,New York,07/1979,PA,-76.9096961115216,40.2598113886673
"POINT (-76.7996916665432 39.9667644445174)",,,10,Pennsylvania,Ybp,410,,71PA,,York,W,Heliport,,,,York,Washington,12/1972,PA,-76.7996916665432,39.9667644445174
"POINT (-76.6663552777919 40.0334300003411)",,,10,Pennsylvania,York Electro-Panel Psnl Use,482,,72PA,,York,W,Heliport,,,,York,New York,06/1976,PA,-76.6663552777919,40.0334300003411
"POINT (-76.6732994444827 39.9825980555301)",,,11,Pennsylvania,Caterpillar Pbp,420,,7PA9,,York,W,Heliport,,,,York,Washington,10/1974,PA,-76.6732994444827,39.9825980555301
"POINT (-76.7180227778767 39.945931944273)",,,10,Pennsylvania,York Hospital,480,,94PN,,York,W,Heliport,,,,York,Washington,08/1982,PA,-76.7180227778767,39.945931944273
"POINT (-76.6923333332016 39.9667777777024)",,,10,Pennsylvania,Memorial Hospital,414,,2PS2,,York,W,Heliport,,,,York,New York,12/1986,PA,-76.6923333332016,39.9667777777024
"POINT (-76.7423333337436 39.943900000209)",,,,Pennsylvania,York Hospital Alternate,408,,7PN7,,York,,Heliport,,,,York,Washington,09/2004,PA,-76.7423333337436,39.943900000209
"POINT (-66.2662791666824 18.1396816662435)",,,11,Puerto Rico,Baxter-Aibonito,1836,,PR23,,--Puerto Rico,W,Heliport,,,,Aibonito,Puerto Rico-Virgin Islands,05/1992,PR,-66.2662791666824,18.1396816662435
"POINT (-66.1537780555944 18.3674497222661)",,,11,Puerto Rico,Bayamon Rgnl Hospital,110,,PR33,,--Puerto Rico,W,Heliport,,,,Bayamon,Puerto Rico-Virgin Islands,05/1976,PR,-66.1537780555944,18.3674497222661
"POINT (-65.2833333337447 18.3000000002121)",,,13,Puerto Rico,Hill,80,,PR06,,--Puerto Rico,W,Heliport,,,,Culebra,Puerto Rico-Virgin Islands,05/2001,PR,-65.2833333337447,18.3000000002121
"POINT (-65.6329391666735 18.3313419440239)",,,11,Puerto Rico,Villa Marina,15,,PR26,,--Puerto Rico,W,Heliport,,,,Fajardo,Puerto Rico-Virgin Islands,06/1980,PR,-65.6329391666735,18.3313419440239
"POINT (-66.1319444442233 18.4149999999427)",,,11,Puerto Rico,Fort Buchanan,33,,PR21,,--Puerto Rico,W,Heliport,,,,Guaynabo,Puerto Rico-Virgin Islands,12/1978,PR,-66.1319444442233,18.4149999999427
"POINT (-66.1060111114401 18.4060611109377)",,,,Puerto Rico,San Patricio,157,,1PR3,,--Puerto Rico,,Heliport,,,,Guaynabo,Puerto Rico-Virgin Islands,07/2005,PR,-66.1060111114401,18.4060611109377
"POINT (-97.5526000003602 44.2955000001871)",,,,South Dakota,Albrecht,1722,,27SD,,Kingsbury,,Heliport,,,,De Smet,Omaha,03/2005,SD,-97.5526000003602,44.2955000001871
"POINT (-66.0935166669355 18.3147916668292)",,,,Puerto Rico,Caribbean Constr Main Office,311,,2PR2,,--Puerto Rico,,Heliport,,,,Guaynabo,Puerto Rico-Virgin Islands,12/2006,PR,-66.0935166669355,18.3147916668292
"POINT (-66.0758333332626 18.415277777883)",,,,Puerto Rico,Mora  Development Corp,50,,PR68,,--Puerto Rico,,Heliport,,,,Hato Rey,Puerto Rico-Virgin Islands,07/2004,PR,-66.0758333332626,18.415277777883
"POINT (-65.7937730554419 18.1488497225216)",,,11,Puerto Rico,Squibb,16,,PR04,,--Puerto Rico,W,Heliport,,,,Humacao,Puerto Rico-Virgin Islands,07/1977,PR,-65.7937730554419,18.1488497225216
"POINT (-67.0241722220565 18.4941805555178)",,,12,Puerto Rico,R.H.,24,,PR28,,--Puerto Rico,W,Heliport,,,,Isabela,Puerto Rico-Virgin Islands,01/2001,PR,-67.0241722220565,18.4941805555178
"POINT (-67.0277777775359 18.4872222223767)",,,,Puerto Rico,Advanced Public Health Of Isabela,289,,07PR,,--Puerto Rico,,Heliport,,,,Isabela,Gnc 7,06/2010,PR,-67.0277777775359,18.4872222223767
"POINT (-66.6293397224934 18.2110674998466)",,,11,Puerto Rico,Orama-Iayuya,1463,,PR14,,--Puerto Rico,W,Heliport,,,,Jayuya,Puerto Rico-Virgin Islands,06/1992,PR,-66.6293397224934,18.2110674998466
"POINT (-67.0444444446827 17.9750000001551)",,,11,Puerto Rico,Parguera,32,,PR15,,--Puerto Rico,W,Heliport,,,,Lajas,Puerto Rico-Virgin Islands,06/1995,PR,-67.0444444446827,17.9750000001551
"POINT (-67.1466666666756 18.1761111113568)",,,11,Puerto Rico,Sabalos Ward,34,,PR09,,--Puerto Rico,W,Heliport,,,,Mayaguez,Puerto Rico-Virgin Islands,07/1999,PR,-67.1466666666756,18.1761111113568
"POINT (-67.1463888887251 18.1588888886402)",,,12,Puerto Rico,Villamil-Mayaguez Mall,82,,PR29,,--Puerto Rico,W,Heliport,,,,Mayaguez,Puerto Rico-Virgin Islands,01/2001,PR,-67.1463888887251,18.1588888886402
"POINT (-66.3943369443314 18.2266225002526)",,,10,Puerto Rico,Orocovis Health Center,1717,,PR19,,--Puerto Rico,W,Heliport,,,,Orocovis,Puerto Rico-Virgin Islands,09/1989,PR,-66.3943369443314,18.2266225002526
"POINT (-66.583330555873 18.0047861108298)",,,,Puerto Rico,Pr Police-Ponce Area,37,,70PR,,--Puerto Rico,,Heliport,,,,Ponce,Puerto Rico-Virgin Islands,11/2010,PR,-66.583330555873,18.0047861108298
"POINT (-66.1268330554095 18.4152252778781)",,,11,Puerto Rico,Rexach Office Building,60,,PR11,,--Puerto Rico,W,Heliport,,,,Puerto Nuevo,Puerto Rico-Virgin Islands,02/1992,PR,-66.1268330554095,18.4152252778781
"POINT (-65.7992083336281 18.4090472219897)",,,,Puerto Rico,Empresas Diaz-Coco Beach,11,,14PR,,--Puerto Rico,,Heliport,,,,Rio Grande,Gnc 7,04/2010,PR,-65.7992083336281,18.4090472219897
"POINT (-66.0513888888925 18.3952777780423)",,,,Puerto Rico,Empresas Diaz - Rio Pedras,154,,PR42,,--Puerto Rico,,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,04/2004,PR,-66.0513888888925,18.3952777780423
"POINT (-66.1015549996086 18.4110588885744)",,,11,Puerto Rico,Prtc Office Building,175,,PR30,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,11/1987,PR,-66.1015549996086,18.4110588885744
"POINT (-66.0437766666845 18.4141136107845)",,,11,Puerto Rico,Prasa-Barbosa,163,,PR17,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,10/1994,PR,-66.0437766666845,18.4141136107845
"POINT (-66.0566666663582 18.4191666662829)",,,12,Puerto Rico,Hato Rey,35,,PR01,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,05/1998,PR,-66.0566666663582,18.4191666662829
"POINT (-66.0570249998334 18.4226333332785)",,,12,Puerto Rico,Villamil-304 Ponce De Leon,148,,12PR,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,11/2002,PR,-66.0570249998334,18.4226333332785
"POINT (-66.0736111114554 18.3955555554097)",,,,Puerto Rico,Puerto,129,,PR99,,--Puerto Rico,,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,02/2009,PR,-66.0736111114554,18.3955555554097
"POINT (-66.0733611112101 18.3935611107606)",,,,Puerto Rico,Centro Medico Field,68,,2PR9,,--Puerto Rico,,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,12/2010,PR,-66.0733611112101,18.3935611107606
"POINT (-66.06655444425 18.4493897220509)",,,11,Puerto Rico,State Government Number One,269,,PR12,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,,PR,-66.06655444425,18.4493897220509
"POINT (-66.0776658335601 18.4174472225741)",,,11,Puerto Rico,Insular Government Number Two,168,,PR13,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,,PR,-66.0776658335601,18.4174472225741
"POINT (-66.0587766670267 18.4274463885999)",,,11,Puerto Rico,Banco Popular Center,215,,PR16,,--Puerto Rico,W,Heliport,,,,San Juan,Puerto Rico-Virgin Islands,,PR,-66.0587766670267,18.4274463885999
"POINT (-66.2363888889216 18.3525000003198)",,,12,Puerto Rico,Prasa - La Plata,361,,PR02,,--Puerto Rico,W,Heliport,,,,Toa Alta,Puerto Rico-Virgin Islands,05/1998,PR,-66.2363888889216,18.3525000003198
"POINT (-71.6411733333395 41.3787122224916)",,,15,Rhode Island,East Arnolda Farm,30,,RI30,,Washington,W,Heliport,,,,Charlestown,,02/2000,RI,-71.6411733333395,41.3787122224916
"POINT (-71.4153972224276 41.9493111110365)",,,,Rhode Island,Grayrock Ridge,314,,RI02,,Providence,,Heliport,,,,Cumberland,New York,10/2008,RI,-71.4153972224276,41.9493111110365
"POINT (-71.3916666665188 41.7830555552534)",,,15,Rhode Island,Port Edgewood Marine,10,,RI05,,Providence,W,Heliport,,,,Cranston,New York,01/1993,RI,-71.3916666665188,41.7830555552534
"POINT (-71.3279166668608 41.4881666665371)",,,15,Rhode Island,Goat Island,8,,RI21,,Newport,W,Heliport,,,,Newport,New York,09/1983,RI,-71.3279166668608,41.4881666665371
"POINT (-71.2971666663389 41.4805000002231)",,,,Rhode Island,Hopedene,64,,75RI,,Newport,,Heliport,,,,Newport,New York,11/2006,RI,-71.2971666663389,41.4805000002231
"POINT (-71.3113138887954 41.5064444446035)",,,15,Rhode Island,Malbone Estate Heliport,83,,2RI7,,Newport,W,Heliport,,,,Newport,New York,06/2002,RI,-71.3113138887954,41.5064444446035
"POINT (-71.2361111112733 41.5422222220569)",,,,Rhode Island,Vaucluse Farm,40,,29RI,,Newport,,Heliport,,,,Portsmouth,New York,12/2004,RI,-71.2361111112733,41.5422222220569
"POINT (-71.4094694446835 41.8101805558586)",,,15,Rhode Island,Rhode Island Hospital,71,,RI25,,Providence,W,Heliport,,,,Providence,New York,02/1987,RI,-71.4094694446835,41.8101805558586
"POINT (-71.4052111113349 41.8212638891109)",,,15,Rhode Island,Downtown Providence Helistop,7,,RI9,,Providence,W,Heliport,,,,Providence,New York,11/1969,RI,-71.4052111113349,41.8212638891109
"POINT (-71.4958908335297 41.4309350001218)",,,15,Rhode Island,South County Hospital,38,,RI08,,Washington,W,Heliport,,,,Wakefield,New York,02/1974,RI,-71.4958908335297,41.4309350001218
"POINT (-71.4770033333712 41.7053783333966)",,,15,Rhode Island,Kent County Memorial Hospital,104,,RI01,,Kent,W,Heliport,,,,Warwick,New York,02/1990,RI,-71.4770033333712,41.7053783333966
"POINT (-71.8236794448499 41.3625994445485)",,,15,Rhode Island,Westerly Hospital,120,,RI23,,Washington,W,Heliport,,,,Westerly,New York,11/1986,RI,-71.8236794448499,41.3625994445485
"POINT (-71.55617222228 41.4945452775962)",,,15,Rhode Island,Foxridge Farm,140,,RI13,,Washington,W,Heliport,,,,West Kingston,New York,01/1993,RI,-71.55617222228,41.4945452775962
"POINT (-71.4942275003732 42.0042647224572)",,,15,Rhode Island,Landmark Medical Center,202,,RI26,,Providence,W,Heliport,,,,Woonsocket,New York,02/1993,RI,-71.4942275003732,42.0042647224572
"POINT (-82.3833333331609 34.1602777776555)",,,4,South Carolina,Abbeville County Memorial Hospital,604,,SC83,,Abbeville,W,Heliport,,,,Abbeville,Atlanta,04/1993,SC,-82.3833333331609,34.1602777776555
"POINT (-81.7263888890312 33.2836111112854)",,,4,South Carolina,Savannah River Site (Dept Of Energy),720,,SC30,,Aiken,W,Heliport,,,,Aiken,Atlanta,05/1990,SC,-81.7263888890312,33.2836111112854
"POINT (-82.6458333337607 34.5099999999158)",,,,South Carolina,Anmed Downtown,814,,08SC,,Anderson,,Heliport,,,,Anderson,Atlanta,11/2012,SC,-82.6458333337607,34.5099999999158
"POINT (-81.0283333333845 33.3052777776729)",,,4,South Carolina,Bamberg County Memorial Hospital,152,,SC49,,Bamberg,W,Heliport,,,,Bamberg,Atlanta,10/1980,SC,-81.0283333333845,33.3052777776729
"POINT (-80.6873286114846 32.4168597221658)",,,5,South Carolina,Beaufort County Memorial Hospital,20,,SC02,,Beaufort,W,Heliport,,,,Beaufort,Charlotte,12/1973,SC,-80.6873286114846,32.4168597221658
"POINT (-81.5614819444415 35.1165177780725)",,,5,South Carolina,Milliken & Company,606,,SC84,,Cherokee,W,Heliport,,,,Blacksburg,Atlanta,04/1993,SC,-81.5614819444415,35.1165177780725
"POINT (-79.9499666669134 32.78633333347)",,,5,South Carolina,Medical University Of South Carolina,60,,SC71,,Charleston,W,Heliport,,,,Charleston,Charlotte,09/1987,SC,-79.9499666669134,32.78633333347
"POINT (-81.1839772226669 34.6834730553086)",,,5,South Carolina,Chester Rgnl Medical Center,700,,SC85,,Chester,W,Heliport,,,,Chester,Atlanta,04/1993,SC,-81.1839772226669,34.6834730553086
"POINT (-82.8179200003767 34.6834388885787)",,,3,South Carolina,"Usar Center, Clemson",750,,SC53,,Oconee,W,Heliport,,,,Clemson,Atlanta,12/1980,SC,-82.8179200003767,34.6834388885787
"POINT (-81.1155555559334 34.0661111107603)",,,6,South Carolina,Sled,275,,2SC6,,Richland,W,Heliport,,,,Columbia,Atlanta,01/2000,SC,-81.1155555559334,34.0661111107603
"POINT (-81.0334249996863 34.0279319447264)",,,4,South Carolina,Richland Memorial Hospital,258,,SC22,,Richland,W,Heliport,,,,Columbia,Atlanta,11/1989,SC,-81.0334249996863,34.0279319447264
"POINT (-81.0120355558159 34.0145994442178)",,,4,South Carolina,Providence Hospital,322,,SC77,,Richland,W,Heliport,,,,Columbia,Atlanta,03/1988,SC,-81.0120355558159,34.0145994442178
"POINT (-82.606944444051 34.8405555553935)",,,5,South Carolina,Emergency Helipad,994,,04SC,,Pickens,W,Heliport,,,,Easley,Atlanta,09/2002,SC,-82.606944444051,34.8405555553935
"POINT (-79.7538888889389 34.1613888888716)",,,,South Carolina,Triad Carolinas Hospital,114,,33SC,,Florence,,Heliport,,,,Florence,Charlotte,05/2005,SC,-79.7538888889389,34.1613888888716
"POINT (-80.8998111114623 34.0334869443892)",,,5,South Carolina,Fort Jackson Helipad,400,,SC11,,Richland,W,Heliport,,,,Fort Jackson,Charlotte,,SC,-80.8998111114623,34.0334869443892
"POINT (-80.4912183333614 32.3218630557203)",,,4,South Carolina,Fripp Island Emergency,8,,SC68,,Beaufort,W,Heliport,,,,Frogmore,Charlotte,02/1986,SC,-80.4912183333614,32.3218630557203
"POINT (-81.6963888892449 35.1391666667709)",,,6,South Carolina,Grassy Pond,840,,13SC,,Cherokee,W,Heliport,,,,Gaffney,Atlanta,09/2002,SC,-81.6963888892449,35.1391666667709
"POINT (-82.3942900002397 34.7640072224313)",,,4,South Carolina,Palmetto,950,,SC59,,Greenville,W,Heliport,,,,Greenville,Atlanta,04/1938,SC,-82.3942900002397,34.7640072224313
"POINT (-80.1033333332388 34.3494444440982)",,,6,South Carolina,Carolina Pines Rgnl Medical Center,228,,3SC3,,Darlington,W,Heliport,,,,Hartsville,Charlotte,10/1999,SC,-80.1033333332388,34.3494444440982
"POINT (-81.3133055558942 34.2966111112704)",,,5,South Carolina,Summers Station,436,,SC63,,Fairfield,W,Heliport,,,,Jenkinsville,Charlotte,10/1984,SC,-81.3133055558942,34.2966111112704
"POINT (-80.7836799999393 34.7187586110706)",,,5,South Carolina,Springs Memorial,600,,SC31,,Lancaster,W,Heliport,,,,Lancaster,Charlotte,07/1970,SC,-80.7836799999393,34.7187586110706
"POINT (-78.6619444447649 33.8649999997396)",,,8,South Carolina,Seacoast Medical Center,73,,03SC,,Horry,W,Heliport,,,,Little River,Charlotte,03/2001,SC,-78.6619444447649,33.8649999997396
"POINT (-78.8983333332917 34.0588888887223)",,,6,South Carolina,Loris Community Hospital,91,,5SC5,,Horry,W,Heliport,,,,Loris,Charlotte,07/1999,SC,-78.8983333332917,34.0588888887223
"POINT (-80.6822222217953 34.2294444447414)",,,,South Carolina,Upair,251,,27SC,,Kershaw,,Heliport,,,,Lugoff,Charlotte,06/1989,SC,-80.6822222217953,34.2294444447414
"POINT (-80.2111911110137 33.6871069446983)",,,5,South Carolina,Clarendon Memorial Hospital,190,,SC09,,Clarendon,W,Heliport,,,,Manning,Charlotte,11/1988,SC,-80.2111911110137,33.6871069446983
"POINT (-79.8502777775651 32.8222222222893)",,,,South Carolina,East Cooper Medical Center,18,,20SC,,Charleston,,Heliport,,,,Mt. Pleasant,Charlotte,12/2010,SC,-79.8502777775651,32.8222222222893
"POINT (-81.6066999998254 34.2909333335354)",,,4,South Carolina,Newberry County Memorial Hospital,502,,SC73,,Newberry,W,Heliport,,,,Newberry,Atlanta,09/1987,SC,-81.6066999998254,34.2909333335354
"POINT (-80.8306466664479 33.5395977777681)",,,5,South Carolina,The Reg Med Ctr Of Orbg & Calhoun Co,300,,SC64,,Orangeburg,W,Heliport,,,,Orangeburg,Charlotte,10/1984,SC,-80.8306466664479,33.5395977777681
"POINT (-81.0581152779153 34.9557094442626)",,,5,South Carolina,Piedmont Medical Center,670,,SC04,,York,W,Heliport,,,,Rock Hill,Charlotte,08/1988,SC,-81.0581152779153,34.9557094442626
"POINT (-81.941111110896 34.9677777778971)",,,,South Carolina,Spartanburg Rgnl Medical Center,800,,22SC,,Spartanburg,,Heliport,,,,Spartanburg,Atlanta,06/2004,SC,-81.941111110896,34.9677777778971
"POINT (-81.7334350001336 34.6848552776641)",,,4,South Carolina,E M M D Plant,580,,SC66,,Union,W,Heliport,,,,Union,Charlotte,07/1986,SC,-81.7334350001336,34.6848552776641
"POINT (-81.0887163889671 32.8523886111713)",,,4,South Carolina,Hampton Regional Medical Center,86,,SC62,,Hampton,W,Heliport,,,,Varnville,Atlanta,06/1991,SC,-81.0887163889671,32.8523886111713
"POINT (-81.103983611157 34.0004300001883)",,,4,South Carolina,Lexington Medical Center,340,,SC18,,Lexington,W,Heliport,,,,West Columbia,Atlanta,03/1989,SC,-81.103983611157,34.0004300001883
"POINT (-98.6431527780894 45.4619194445313)",,,8,South Dakota,Avera St Luke's,1304,,SD54,,Brown,E,Heliport,,,,Aberdeen,Twin Cities,03/1993,SD,-98.6431527780894,45.4619194445313
"POINT (-98.3452777773712 43.325833333331)",,,,South Dakota,Douglas County Memorial Hospital,1523,,08SD,,Douglas,,Heliport,,,,Armour,Omaha,01/2014,SD,-98.3452777773712,43.325833333331
"POINT (-96.7647222219497 44.3080555555025)",,,6,South Dakota,Brookview Manor,1670,,0SD4,,Brookings,E,Heliport,,,,Brookings,Omaha,05/1998,SD,-96.7647222219497,44.3080555555025
"POINT (-99.2933333330329 43.1819444443392)",,,8,South Dakota,Burke Hospital,2210,,SD58,,Gregory,E,Heliport,,,,Burke,Omaha,12/1997,SD,-99.2933333330329,43.1819444443392
"POINT (-99.3264883337762 43.7869394445134)",,,9,South Dakota,Mid-Dakota Hospital,1735,,SD09,,Brule,E,Heliport,,,,Chamberlain,Omaha,06/1991,SD,-99.3264883337762,43.7869394445134
"POINT (-103.60797222221 43.7621944442592)",,,11,South Dakota,Custer,5334,,SD63,,Gregory,E,Heliport,,,,Custer,Cheyenne,02/1998,SD,-103.60797222221,43.7621944442592
"POINT (-103.637139444202 43.8063719446652)",,,11,South Dakota,The Fort,5800,,0SD5,,Custer,E,Heliport,,,,Custer,Cheyenne,08/1994,SD,-103.637139444202,43.8063719446652
"POINT (-103.635750000189 43.8249722223931)",,,11,South Dakota,Crazy Horse,5900,,0SD9,,Custer,E,Heliport,,,,Custer,Cheyenne,05/1998,SD,-103.635750000189,43.8249722223931
"POINT (-103.593805555719 43.7730388886185)",,,,South Dakota,Custer Rgnl Hospital,5300,,SD86,,Custer,,Heliport,,,,Custer,Cheyenne,03/2007,SD,-103.593805555719,43.7730388886185
"POINT (-96.9008333332387 44.5797222220845)",,,6,South Dakota,Estelline Medical Clinic,1659,,SD64,,Hamlin,E,Heliport,,,,Estelline,Twin Cities,02/1998,SD,-96.9008333332387,44.5797222220845
"POINT (-96.5919999999651 44.0516388890498)",,,6,South Dakota,Flandreau Medical Center,1570,,SD67,,Moody,E,Heliport,,,,Flandreau,Omaha,02/1998,SD,-96.5919999999651,44.0516388890498
"POINT (-103.47327777748 43.4374111112509)",,,10,South Dakota,Black Hills Health Care System,3528,,SD23,,Fall River,E,Heliport,,,,Hot Springs,Cheyenne,10/2002,SD,-103.47327777748,43.4374111112509
"POINT (-101.896261388445 43.7833261108445)",,,10,South Dakota,Badlands,2500,,SD69,,Jackson,E,Heliport,,,,Interior,Cheyenne,09/1976,SD,-101.896261388445,43.7833261108445
"POINT (-103.779266666373 44.2273666669084)",,,,South Dakota,Dilligaf,6020,,3SD5,,Lawrence,,Heliport,,,,Lead,Cheyenne,07/2004,SD,-103.779266666373,44.2273666669084
"POINT (-98.0214652774834 43.698316944662)",,,7,South Dakota,Telstar,1310,,SD92,,Davison,E,Heliport,,,,Mitchell,Omaha,01/1979,SD,-98.0214652774834,43.698316944662
"POINT (-98.008688888642 43.7141500000287)",,,8,South Dakota,Avera Queen Of Peace Hospital,1386,,SD52,,Davison,E,Heliport,,,,Mitchell,Omaha,07/1990,SD,-98.008688888642,43.7141500000287
"POINT (-100.449025000172 45.5458277775941)",,,9,South Dakota,Mobridge Rgnl Hospital,1670,,SD80,,Walworth,E,Heliport,,,,Mobridge,Twin Cities,02/1998,SD,-100.449025000172,45.5458277775941
"POINT (-98.8356416670279 43.3844388887261)",,,7,South Dakota,Platte Community Memorial Hospital,1618,,SD87,,Charles Mix,E,Heliport,,,,Platte,Omaha,05/1998,SD,-98.8356416670279,43.3844388887261
"POINT (-103.226291666565 44.0577638891442)",,,11,South Dakota,Rapid City Rgnl Hospital,3354,,SD40,,Pennington,E,Heliport,,,,Rapid City,Billings,03/1993,SD,-103.226291666565,44.0577638891442
"POINT (-103.287222221958 44.0275000001572)",,,,South Dakota,Shooting Star Ranch,3902,,26SD,,Pennington,,Heliport,,,,Radip City,Cheyenne,03/2005,SD,-103.287222221958,44.0275000001572
"POINT (-98.5212055557004 44.8711999997958)",,,8,South Dakota,Community Memorial Hospital,1300,,SD45,,Spink,E,Heliport,,,,Redfield,Twin Cities,12/1988,SD,-98.5212055557004,44.8711999997958
"POINT (-100.849866666641 43.2575055553165)",,,9,South Dakota,Rosebud Comprehensive Health Care Facility,2715,,1SD7,,Todd,E,Heliport,,,,Rosebud,Omaha,05/1998,SD,-100.849866666641,43.2575055553165
"POINT (-96.7440782225599 43.5362547221401)",,,7,South Dakota,Sanford Usd Medical Center,1530,,1SD9,,Minnehaha,E,Heliport,,,,Sioux Falls,Omaha,05/1987,SD,-96.7440782225599,43.5362547221401
"POINT (-96.715049444428 43.5341416668117)",,,7,South Dakota,Mc Kennan Hospital,1510,,2SD1,,Minnehaha,E,Heliport,,,,Sioux Falls,Omaha,05/1987,SD,-96.715049444428,43.5341416668117
"POINT (-96.7797222222919 43.4908333333834)",,,5,South Dakota,Avera Heart Hospital Of South Dakota,1477,,2SD6,,Lincoln,E,Heliport,,,,Sioux Falls,Omaha,04/2001,SD,-96.7797222222919,43.4908333333834
"POINT (-97.0500805556398 45.6580138890383)",,,6,South Dakota,Cdp Hospital,1250,,SD17,,Roberts,E,Heliport,,,,Sisseton,Twin Cities,03/1993,SD,-97.0500805556398,45.6580138890383
"POINT (-103.811566666799 44.4683611108621)",,,11,South Dakota,Star Aviation Nr 1,4025,,SD91,,Lawrence,E,Heliport,,,,Spearfish,Cheyenne,03/1998,SD,-103.811566666799,44.4683611108621
"POINT (-103.50861111104 44.3977777775588)",,,11,South Dakota,Sturgis,3510,,2SD5,,Meade,E,Heliport,,,,Sturgis,Billings,10/1999,SD,-103.50861111104,44.3977777775588
"POINT (-103.450166666553 44.4167999998726)",,,,South Dakota,Mike Jacob Sturgis,3280,,SD26,,Meade,,Heliport,,,,Sturgis,Cheyenne,06/2003,SD,-103.450166666553,44.4167999998726
"POINT (-97.0841666664633 43.17583333315)",,,4,South Dakota,Pioneer Memorial Hospital,1350,,SD96,,Turner,E,Heliport,,,,Viborg,Omaha,03/1998,SD,-97.0841666664633,43.17583333315
"POINT (-97.1195166664674 44.9110750002188)",,,5,South Dakota,Prairie Lakes West,1799,,0SD2,,Codington,E,Heliport,,,,Watertown,Twin Cities,03/1998,SD,-97.1195166664674,44.9110750002188
"POINT (-97.1080333333072 44.8830750000326)",,,,South Dakota,Brownlee,1720,,15SD,,Codington,,Heliport,,,,Watertown,Twin Cities,02/2012,SD,-97.1080333333072,44.8830750000326
"POINT (-89.6741666662671 35.2886111112565)",,,1,Tennessee,Performance Helicopters,280,,9TN6,,Shelby,E,Heliport,,,,Arlington,Memphis,08/1999,TN,-89.6741666662671,35.2886111112565
"POINT (-84.5999344444455 35.435628889037)",,,2,Tennessee,Athens Rgnl Medical Center,918.6,,2TN5,,Mc Minn,W,Heliport,,,,Athens,Atlanta,06/1987,TN,-84.5999344444455,35.435628889037
"POINT (-89.6758333330716 35.3961111110264)",,,,Tennessee,Burnett,320,,59TN,,Tipton,,Heliport,,,,Atoka,Memphis,07/2004,TN,-89.6758333330716,35.3961111110264
"POINT (-89.8684194448767 35.2017550002527)",,,2,Tennessee,Ranger,300,,TN61,,Shelby,E,Heliport,,,,Bartlett,Memphis,09/1979,TN,-89.8684194448767,35.2017550002527
"POINT (-88.9991199995558 35.2680999997579)",,,,Tennessee,Whitehurst Field,426.5,,60TN,,Hardeman,,Heliport,,,,Bolivar,Memphis,07/2012,TN,-88.9991199995558,35.2680999997579
"POINT (-82.2573586112136 36.5867702777213)",,,5,Tennessee,Bristol Rgnl Medical Center,1792,,TN04,,Sullivan,W,Heliport,,,,Bristol,Cincinnati,10/1994,TN,-82.2573586112136,36.5867702777213
"POINT (-89.2375000003166 35.6027777777364)",,,,Tennessee,Haywood County Ems,350,,99TN,,Haywood,,Heliport,,,,Brownsville,Memphis,06/2004,TN,-89.2375000003166,35.6027777777364
"POINT (-88.1067041666044 36.0547819441242)",,,1,Tennessee,Valley Rgnl,438,,6TN8,,Benton,W,Heliport,,,,Camden,St Louis,03/1994,TN,-88.1067041666044,36.0547819441242
